0,0,0,0
18.644,61.726,1.0434,28.948
25.44,82.24,1.0679,28.966
4.9482,32.322,1.0167,15.058
4.6428,24.778,1.025,18.281
9.4267,30.715,1.076,28.523
5.8415,32.128,1.0218,17.794
12.76,41.375,1.0619,29.042
2.3519,17.762,1.0321,12.829
11.411,45.448,1.0665,23.542
2.0934,31.929,0.99535,6.587
18.554,63.317,1.0769,27.212
8.9836,30.348,1.0449,28.33
13.561,44.466,1.0511,29.014
8.1547,27.08,1.0522,28.618
2.2569,20.669,1.0254,10.649
7.0592,39.673,0.90308,19.703
1.6382,14.978,1.0175,10.749
6.5907,37.628,1.0201,17.171
18.674,60.41,1.0499,29.444
7.6088,38.762,1.0217,19.212
5.0741,19.885,1.0433,24.459
2.5355,17.027,1.0349,14.389
5.2112,20.616,1.0521,24.025
6.1155,31.698,1.0296,18.738
6.1398,32.138,1.0225,18.683
2.2531,28.131,0.92947,8.6169
6.8164,37.676,1.0206,17.726
26.015,87.743,1.0861,27.299
4.9546,23.962,1.0469,19.751
17.52,25.711,2.33,29.246
9.0032,36.29,1.0292,24.105
17.938,60.63,1.0497,28.185
14.69,47.152,1.0643,29.271
2.9022,19.669,0.9593,15.381
12.473,47.415,1.0378,25.347
9.4961,39.871,1.0306,23.109
15.417,51.133,1.0385,29.032
12.71,41.268,1.0513,29.295
9.7143,40.189,1.031,23.445
17.931,53.334,1.1447,29.369
4.5729,32.542,1.0221,13.748
6.8339,22.725,1.0638,28.268
2.9602,14.726,0.85204,23.592
4.6494,15.682,1.0548,28.107
7.1992,31.782,1.0353,21.878
1.8659,48.733,0.64392,5.9462
24.081,87.795,1.0881,25.208
6.1847,32.497,1.0352,18.385
8.1604,31.677,1.0326,24.948
3.2384,32.449,1.0085,9.8955
7.8336,33.677,1.0283,22.619
12.039,40.518,1.0472,28.372
5.2299,36.629,1.0129,14.097
2.4653,21.002,0.68905,17.035
16.541,88.396,1.1061,16.917
5.996,35.218,1.0306,16.52
5.0118,29.826,1.0278,16.349
4.0259,18.211,1.0563,20.928
5.8655,30.708,1.0234,18.664
5.9919,35.617,1.0185,16.518
5.3419,35.585,1.0219,14.689
13.559,88.324,1.1164,13.751
4.0078,32.206,1.008,12.346
16.951,55.045,1.0548,29.196
16.513,84.773,1.0606,18.366
24.433,88.052,1.0936,25.373
19.643,81.363,1.1041,21.867
5.961,35.522,1.0294,16.303
20.959,67.622,1.0631,29.154
14.039,45.873,1.0731,28.52
2.0663,13.999,1.0339,14.277
5.5776,30.679,0.99584,18.257
9.9284,34.014,1.0438,27.964
2.6618,40.892,0.95156,6.8406
5.1765,20.183,0.96064,26.698
15.699,50.7,1.0627,29.139
15.471,51.698,1.0365,28.872
17.014,71.712,1.0543,22.503
8.1913,27.045,1.0566,28.666
15.852,69.718,1.0379,21.907
14.262,53.458,1.0951,24.362
15.93,53.763,1.0151,29.19
19.368,64.827,1.0659,28.03
7.5123,54.682,1.0338,13.289
6.8876,45.197,1.014,15.029
6.474,25.375,1.051,24.275
3.8142,13.316,1.0582,27.068
10.96,39.47,1.0326,26.892
5.9686,37.148,1.0193,15.764
3.0698,35.53,0.94507,9.1423
10.3,35.799,1.0449,27.536
4.819,35.759,1.0189,13.226
2.6556,20.197,1.0093,13.027
4.995,25.498,1.0355,18.918
11.576,38.736,1.045,28.599
11.623,42.36,1.0319,26.589
13.954,46.375,1.0404,28.921
10.476,41.546,1.0336,24.394
5.3867,33.042,1.0285,15.852
5.4503,32.521,1.02,16.43
23.89,78.177,1.0792,28.315
10.697,36.164,1.0494,28.187
7.1512,23.695,1.0526,28.672
4.4974,24.515,1.0278,17.849
18.923,66.269,1.0616,26.898
5.1133,28.824,1.0378,17.093
4.5385,43.231,1.0217,10.275
3.5843,22.92,1.0394,15.046
10.419,35.088,1.0427,28.478
0,0,0,0
7.1197,38.402,1.0329,17.949
5.9349,43.185,1.0401,13.213
18.899,62.103,1.0421,29.204
0.96542,7.7688,0.97883,12.696
15.593,53.293,1.0497,27.875
4.6016,17.07,1.0591,25.452
17.032,55.665,1.0435,29.322
5.6113,29.188,1.0363,18.552
9.9944,39.107,1.0385,24.608
4.5508,29.021,1.0208,15.362
8.6793,32.643,1.0432,25.488
11.402,38.933,1.0402,28.157
5.3169,32.564,1.0199,16.009
8.8363,36.715,1.0279,23.415
10.864,35.401,1.0557,29.069
4.7268,22.442,1.0356,20.339
21.678,80.505,1.0588,25.432
11.505,37.842,1.0539,28.846
15.631,50.269,1.0644,29.212
2.8176,17.402,0.99694,16.241
6.2428,37.162,1.0249,16.39
15.356,50.119,1.0461,29.288
7.9921,29.089,1.0456,26.277
10.766,40.744,1.0335,25.566
6.1881,27.844,1.0288,21.602
18.726,60.673,1.0524,29.327
3.8553,21.943,1.0252,17.139
0,0,0,0
3.6001,27.757,1.0374,12.503
6.2611,31.144,1.0256,19.601
19.272,74.067,1.045,24.899
12.499,41.013,1.0539,28.918
3.7729,25.661,1.0299,14.276
3.9749,78.308,0.99918,5.0802
18.58,61.684,1.0633,28.328
11.665,48.645,1.0626,22.567
19.166,62.242,1.0635,28.955
15.573,51.284,1.0402,29.194
13.948,44.858,1.062,29.279
23.731,76.58,1.0674,29.033
1.1676,57.109,0.67489,3.0295
16.55,53.437,1.0529,29.415
5.4062,24.81,1.0419,20.914
2.7145,24.531,1.0165,10.885
7.8798,30.892,1.0442,24.427
8.1613,32.8,1.0402,23.92
11.227,41.31,1.0463,25.976
25.648,87.695,1.0898,26.835
17.353,56.271,1.0539,29.262
0.7062,8.4151,0.86082,9.749
17.886,59.076,1.0469,28.921
16.514,60.763,1.0519,25.838
7.0103,37.993,1.0231,18.035
7.3391,27.089,1.0395,26.062
5.4511,27.97,1.0248,19.017
2.7784,47.111,0.99614,5.9205
22.761,74.327,1.0512,29.13
15.102,85.368,1.0519,16.817
15.452,50.703,1.0914,27.923
6.9944,26.51,1.0434,25.287
4.2076,27.551,1.0226,14.934
4.5988,18.975,1.0427,23.242
0,0,0,0
15.303,53.006,1.0357,27.876
10.31,75.672,1.0477,13.004
2.2071,9.0746,1.0489,23.187
16.239,52.427,1.0787,28.715
12.246,43.833,1.0075,27.731
8.5275,39.1,1.025,21.278
5.5113,42.71,1.0046,12.845
12.14,38.918,1.0671,29.233
1.0824,12.514,1.0044,8.6114
13.63,45.191,1.0448,28.868
17.132,59.72,1.0479,27.376
4.3611,31.931,1.0199,13.392
10.194,40.892,1.03,24.203
18.835,64.053,1.0456,28.124
6.2471,38.965,1.0186,15.74
1.3594,49.601,0.85726,3.197
12.909,44.192,1.0646,27.438
14.135,46.057,1.0484,29.275
7.114,23.852,1.0906,27.348
2.4702,22.833,1.0128,10.682
8.3546,30.573,1.0513,25.993
8.1357,38.07,1.0252,20.845
4.3593,30.551,1.0261,13.906
3.5919,21.33,1.2864,13.091
17.311,58.008,1.085,27.505
1.485,27.855,0.98125,5.4331
5.7706,42.736,0.93662,14.416
1.0465,37.562,0.95597,2.9145
5.9206,4.1259,4.984,28.792
5.0622,32.18,1.0254,15.342
16.997,64.723,1.0737,24.46
9.2158,38.541,1.0359,23.083
4.8265,30.569,1.0328,15.288
8.5055,38.898,1.0242,21.35
9.8939,22.925,1.6801,25.687
20.292,77.685,1.0168,25.689
11.062,36.192,1.0654,28.69
3.9025,28.796,0.83723,16.187
11.778,40.883,1.0678,26.98
9.4284,32.741,1.0375,27.755
3.7311,28.741,1.0157,12.781
4.7755,32.846,1.0297,14.119
20.317,66.942,1.0823,28.043
6.0106,22.352,1.035,25.981
7.2947,26.337,1.0526,26.313
18.536,59.525,1.0691,29.127
5.4869,35.145,1.0175,15.344
