4.3857,4.5971,0.14438,18.604,3.7845,342.29,56.62,3.5222,19.843,20.142,4.2172,99.84,3.8858,0.19089,19.954,3.8798,934.9,636.41,4.8922,19.53,18.111,1.4705,73.668
4.0224,5.1557,0.49634,16.306,2.5091,186.37,947.34,3.3883,18.557,20.165,3.9628,55.748,4.0262,0.76118,14.977,3.1384,593.65,85.344,3.9828,21.108,18.535,2.2605,83.412
4.1854,5.373,0.14551,18.649,2.7634,281.59,543.41,3.4434,21.681,19.428,4.0338,26.998,1.6412,0.8133,17.778,3.8078,664.12,547.28,2.7157,18.389,21.325,1.5744,60.681
4.1088,4.6845,0.69137,19.841,2.489,853.99,901.33,6.0265,21.009,19.037,4.1039,85.019,8.4395,0.77738,16.843,4.4791,929.19,24.253,5.3745,19.865,20.365,0.67419,85.007
4.1219,4.7164,0.33715,17.289,2.4982,915.86,670.69,5.7129,18.732,18.564,3.9295,62.601,5.9404,0.37566,14.136,2.0574,506.78,787.17,5.5722,21.737,21.181,2.959,35.751
4.0661,4.518,0.76789,16.744,4.0405,106.73,439.15,4.3443,21.422,21.648,4.0416,38.492,1.1121,0.65794,15.313,4.5325,393.41,453.89,2.0905,18.27,21.138,0.31567,47.415
4.0444,4.4301,0.13065,15.894,4.0604,772.98,148.58,5.7748,18.661,20.868,3.9043,40.599,8.1767,0.53045,19.684,2.6084,578.17,190.24,3.3536,21.995,19.375,2.3248,70.371
4.4415,4.8025,0.15494,17.367,4.8226,959.3,989.94,6.0161,20.616,21.477,3.9263,76.669,1.7361,0.080395,17.053,1.8256,437.86,311.98,3.2749,21.982,21.478,3.0773,26.922
4.451,4.996,0.21553,17.211,1.6951,431.05,190.75,2.9667,21.751,21.389,4.3606,38.966,7.3618,0.78244,14.07,2.276,67.081,705.66,6.2556,19.11,20.771,2.843,38.727
4.4559,5.2534,0.29529,17.906,2.5452,944.68,780.79,5.9501,20.945,21.175,4.4424,14.8,1.6796,0.81683,14.183,3.404,823.5,948.4,3.7616,18.278,20.09,1.9718,31.274
4.5219,4.7414,0.47463,14.601,1.7106,861.72,70.881,6.2968,19.575,19.76,4.4025,5.1704,7.2831,0.35414,17.846,4.2006,677.08,485.88,5.8728,18.304,18.113,1.1983,16.061
3.977,4.8217,0.23588,19.738,2.8002,491.33,267.52,4.4577,20.08,21.915,3.9082,84.932,0.96272,0.42345,14.248,3.6075,731.45,682.63,1.3662,20.706,19.228,1.6465,73.197
4.2511,4.9872,0.3077,16.613,2.5862,915.97,658.42,2.0614,20.58,18.141,3.9992,2.1768,3.9067,0.67279,14.237,3.0217,174.39,583.22,2.1462,19.535,21.529,2.0392,68.66
4.1353,4.7901,0.95113,19.012,4.6158,932.59,129.37,3.0897,20.854,20.501,4.0985,23.609,3.2613,0.22017,14.168,3.8807,286.16,30.8,2.7067,18.453,18.286,1.479,3.0742
4.2873,4.5624,0.42254,19.178,3.7974,962.47,395.77,3.4716,21.117,21.608,4.1455,18.795,3.2658,0.27193,15.385,3.9587,309.48,973.87,6.1746,20.479,21.518,1.189,63.367
4.3664,4.5077,0.79861,19.251,3.7668,55.079,938.56,1.3478,18.997,19.5,4.2441,18.188,9.4255,0.12892,18.532,3.7405,306.62,115.73,6.7333,21.297,18.609,0.87809,47.351
4.6791,5.1239,0.62329,19.053,2.8231,898.68,788.76,6.4528,19.686,18.282,3.9363,62.048,7.5283,0.58082,19.967,2.0805,708.83,166.71,1.476,20.536,20.206,3.1586,7.3785
4.5094,4.5853,0.53643,17.442,3.6173,40.801,270.13,2.0737,20.111,20.94,4.1778,4.9986,8.2598,0.84755,16.818,2.7961,75.646,169.97,5.0318,20.361,20.671,1.8751,79.611
3.958,5.0354,0.80881,15.927,3.3763,866.08,534.22,5.7617,20.345,21.526,3.9453,11.13,9.302,0.41915,17.16,3.9183,54.667,340.42,5.7567,18.026,18.217,1.4129,37.033
4.2252,5.094,0.82965,17.277,4.6932,917.63,618.55,6.4628,21.575,19.381,3.9981,89.246,3.7018,0.78311,15.97,2.0485,739.49,631.74,4.5994,18.962,19.129,3.2609,59.521
4.0802,4.9054,0.56547,14.413,2.0737,510.52,541.54,4.0602,18.488,18.623,3.9569,69.978,7.8296,0.63673,17.491,4.9116,529.64,288.38,2.1773,18.861,19.751,0.34945,91.727
4.3951,4.6204,0.17285,14.099,3.3072,2.4261,556.01,4.3344,18.295,19.588,4.2917,58.108,4.0904,0.5238,16.355,1.7346,778.52,764.31,4.4112,20.458,20.355,3.1153,25.498
4.4903,4.5384,0.0064848,18.431,4.3378,564.73,55.691,2.9386,21.734,21.411,4.0781,18.389,6.8287,0.080489,17.366,3.1066,665.07,434.12,1.1842,19.77,19.868,1.5817,60.168
4.6327,4.6674,0.29672,14.555,4.0404,717.46,620.87,3.2567,20.523,20.069,4.0202,87.383,3.3771,0.55799,14.172,2.273,785.59,290.91,1.3431,20.796,20.553,2.6385,88.495
4.2066,5.0932,0.30487,17.898,2.7584,912.87,388.78,5.0681,21.011,18.798,4.1396,79.518,7.2895,0.17602,14.619,4.3614,980.1,751.69,6.4584,20.434,19.837,0.78764,60.767
4.0785,5.1329,0.67788,19.833,2.9406,51.236,315.28,2.8886,19.971,18.223,3.9676,25.43,7.8461,0.86896,17.744,2.6638,271.26,31.984,6.216,18.991,21.942,2.5268,54.229
4.6313,4.7611,0.91113,14.715,1.6219,904.51,930.74,4.54,18.226,21.529,4.1116,57.736,4.6598,0.068537,16.299,4.0914,522.33,496.76,5.9812,18.067,19.056,0.73752,5.2311
4.0305,5.389,0.13217,16.804,2.7956,657.57,873.57,2.7693,19.091,18.324,4.0259,76.481,9.1051,0.64498,17.105,3.9556,45.084,890.25,5.0357,18.659,20.01,1.4381,63.152
4.3621,5.3375,0.062499,17.954,1.8479,608.67,804.35,1.1939,20.088,19.191,4.0371,60.576,0.70933,0.89127,19.72,2.1331,73.555,988.03,3.5674,21.036,21.693,3.2225,96.41
4.6209,5.2742,0.82877,14.211,4.6715,627.94,572.6,5.4291,20.033,21.459,4.4805,66.399,5.9706,0.51385,15.468,4.9073,916.22,652.01,1.663,20.059,19.924,0.39377,40.107
3.996,4.812,0.79827,15.516,3.5562,36.743,681.63,5.9609,20.8,19.407,3.9816,29.844,2.7331,0.76516,17.506,3.3849,990.67,769.16,4.5166,21.163,20.196,1.778,48.483
4.0894,4.9415,0.36954,18.551,4.1916,346.31,967.45,3.1348,18.773,18.364,3.9144,95.918,6.4208,0.20893,15.999,2.7006,894.84,504.17,4.3733,21.157,19.404,2.6618,82.638
4.1478,5.2555,0.47482,15.945,3.1102,674.18,574.07,6.057,18.303,19.039,4.0908,44.385,3.3049,0.047026,15.862,2.9932,615.58,243.02,6.0683,21.531,21.713,2.3335,31.693
4.3901,5.0866,0.084822,18.285,2.5443,233.2,317.45,2.6921,19.002,18.494,4.3881,29.282,2.5509,0.5692,14.308,4.3811,36.955,267.18,2.8131,20.649,20.503,0.92475,29.032
4.301,4.5323,0.89766,15.428,1.7348,365.63,989.01,2.2721,19.15,20.018,4.1443,40.532,6.8316,0.1309,14.421,1.6588,553.93,890.82,4.5148,20.126,20.576,3.1921,27.615
4.5074,4.6339,0.28944,14.136,2.52,354.09,649.63,4.6456,21.025,21.537,4.0615,9.6515,5.3061,0.0461,18.78,2.6019,235.51,267.44,1.8543,18.775,21.334,2.7112,74.898
3.9392,4.6761,0.6577,17.76,3.5094,200.37,409.38,2.7059,21.336,21.029,3.9053,42.86,7.4509,0.070866,19.751,3.9052,260.04,735.63,3.8717,21.485,19.29,1.3228,26.093
4.1909,5.0881,0.03998,18.132,2.4129,856.59,546.12,3.763,18.611,19.023,4.1641,96.531,5.2423,0.12176,19.489,3.0981,904.68,291.91,5.6931,18.224,18.852,2.112,70.287
4.3356,5.1531,0.87738,19.363,4.4954,683.25,407.62,1.2871,18.954,18.056,4.2155,90.898,3.1056,0.86746,14.883,2.5847,418.25,210.18,5.6047,18.97,21.545,2.5791,20.686
4.6212,5.1006,0.81366,19.199,4.6087,230.46,626.48,2.4637,19.771,21.131,4.2285,25.974,7.4045,0.9079,19.053,4.9001,142.87,856.91,5.5723,21.041,19.838,0.45578,12.528
4.1349,4.7804,0.92462,15.161,3.7927,394.23,193.49,1.1904,21.207,19.253,4.071,59.882,3.0346,0.81569,19.355,3.5635,815.19,555.13,5.8874,18.153,21.394,1.7113,16.815
4.4904,5.2672,0.20983,18.373,3.6465,512.98,959.34,2.1067,18.803,20.636,4.26,38.688,9.7632,0.036176,15.969,3.7784,39.36,135.63,2.4324,21.437,21.658,1.4909,26.126
4.6834,5.0192,0.94837,16.243,2.2965,568.19,560.09,2.6866,21.489,21.383,4.2653,72.92,2.7407,0.12287,14.905,3.8377,336.56,617.69,5.652,20.932,20.945,1.22,24.251
